ENFORCEMENT,H4Lvd,,,,,Strong,,,,|
ENFRANCHISEMENT,Lvd,,,,,,,,,
ENGAGE#1,H4Lvd,,,,,,,,,"| 19% adj: ""Engaged""--involved"
ENGAGE#2,H4Lvd,,,,,,,,,"| 38% adj: ""Engaged""--bethrothed"
ENGAGE#3,H4Lvd,,,,,,,Active,,| 29% verb: To take part in
ENGAGE#4,H4Lvd,,,,,,,,,"| 14% verb: To involve, employ or betroth"
ENGAGE#5,H4Lvd,Positiv,,Pstv,,,,,,"| 0% adj: ""Engaging""--interesting, challenging"
ENGAGEMENT,H4Lvd,,,,,,,,,|
ENGINE,H4Lvd,,,,,,,,,|
ENGINEER,H4Lvd,,,,,,,,,|
ENGLAND,H4Lvd,,,,,,,,,|
ENGLISH,H4Lvd,,,,,,,,,|
ENGULF,H4Lvd,,Negativ,,Ngtv,Strong,,Active,,|
ENHANCE,H4Lvd,Positiv,,Pstv,,Strong,,,,|
ENHANCEMENT,H4,Positiv,,,,,,,,|
ENJOY,H4Lvd,Positiv,,Pstv,,,,,Passive,"| verb: To take pleasure in; to have as one's priviledge, advantage, fortune,  or lot (5)"
ENJOYABLE,H4Lvd,Positiv,,Pstv,,,,,,|
ENJOYMENT,H4Lvd,Positiv,,Pstv,,,,,Passive,|
ENLARGE#1,Lvd,,,,,,,,,
ENLARGE#2,Lvd,,,,,,,,,
ENLIGHTEN#1,H4Lvd,Positiv,,Pstv,,,,,,|
ENLIGHTEN#2,H4Lvd,Positiv,,Pstv,,,,,,|
ENLIGHTENMENT,H4Lvd,Positiv,,,,,,,,|
ENLIST#1,Lvd,,,,,,,,,
ENLIST#2,Lvd,,,,,,,,,
ENLISTMENT,Lvd,,,,,,,,,
ENORMOUS,H4Lvd,,,,,Strong,,,,|
ENOUGH#1,H4Lvd,,,,,,,,,| 45% adv: Sufficiently
ENOUGH#2,H4Lvd,,,,,,,,,"| 28% adj: Sufficient, an adequate quantity"
ENOUGH#3,H4Lvd,,,,,,,,,| 24% pron: An adequate quantity
ENOUGH#4,H4Lvd,,,,,,,,,"| 1% adv-idiom: ""Sure enough""--real, really"
ENRAGE,H4,,Negativ,,,,,,,|
ENRICH,H4Lvd,Positiv,,,,Strong,,Active,,|
ENRICHMENT,H4,Positiv,,,,Strong,,,,|
ENROLL,H4Lvd,,,,,,,Active,,|
ENROLLMENT,H4Lvd,,,,,,,,,|
ENROLMENT#1,H4,,,,,,,,,|
ENSEMBLE,H4,Positiv,,,,,,,,|
ENSLAVE,H4,,Negativ,,,,,,,|
ENSURE,H4Lvd,Positiv,,Pstv,,Strong,,,,|
ENTAIL,Lvd,,,,,,,,,
ENTANGLE,H4,,Negativ,,,,,,,|
ENTANGLEMENT,H4,,Negativ,,,,,,,|
ENTER,H4Lvd,,,,,,,Active,,"| verb: To make entry, literally -'enter the house'- or figuratively -'enter  college'; to begin, become involved in- 'enter into a contract', 'enter  upon a new phase'"
ENTERPRISE,H4Lvd,,,,,Strong,,Active,,|
ENTERTAIN#1,H4Lvd,Positiv,,Pstv,,,,Active,,|
ENTERTAIN#2,H4Lvd,Positiv,,Pstv,,,,Active,,|
ENTERTAINMENT,H4Lvd,Positiv,,Pstv,,,,,,|
ENTHUSIASM,H4Lvd,Positiv,,Pstv,,,,,,|
ENTHUSIASTIC,H4Lvd,Positiv,,Pstv,,Strong,,,,|
ENTIRE,H4Lvd,,,,,Strong,,,,"| adjective: Complete, whole."
ENTITLE,H4Lvd,,,,,Strong,,,,|
ENTITY,H4Lvd,,,,,,,,Passive,|
ENTRANCE#1,H4Lvd,,,,,,,,,"| 81% noun-adj: An opening through which one enters something, a way in"
ENTRANCE#2,H4Lvd,,,,,,,Active,,"| 19% noun-adj: Admission, coming or going in"
ENTRANCE#3,H4Lvd,,,,,,,,,| 0% verb-adj: To put or be in a trance
ENTREAT,H4,,Negativ,,,,Weak,,,|
ENTREPRENEURIAL,H4,Positiv,,,,,,,,|
ENTROPY,H4Lvd,,,,,,,,,|
ENTRUST,H4Lvd,Positiv,,,,,,Active,,|
ENTRY,H4Lvd,,,,,,,,,|
ENUNCIATE,Lvd,,,,,,,,,
ENVIOUS,H4Lvd,,Negativ,,,,,,,|
ENVIRONMENT,H4Lvd,,,,,,,,,|
ENVIRONMENTAL,H4Lvd,,,,,,,,,|
ENVISAGE,Lvd,,,,,,,,,
ENVISION,H4,Positiv,,,,,,Active,,|
ENVOY,Lvd,,,,,,,,,
ENVY,H4Lvd,,Negativ,,,,,,,|
EPIDEMIC,H4,,Negativ,,,,,,,|
EPITHET,H4Lvd,,Negativ,,Ngtv,,,,,|
EQUAL#1,H4Lvd,,,,,,,,,"| 64% adj: Equivalent, precisely comparable"
EQUAL#2,H4Lvd,,,,,,,,,| 4% noun: Equivalents (persons or things)
EQUAL#3,H4Lvd,,,,,Strong,,,,| 0% verb: To be or become equal
EQUAL#4,H4Lvd,,,,,,,,,"| 29% adv: ""Equally""--equivalently"
EQUALITY,H4Lvd,Positiv,,Pstv,,,,,,|
EQUALIZATION,Lvd,,,,,,,,,
EQUATE,Lvd,,,,,,,,,
EQUATION,H4Lvd,,,,,,,,,|
EQUILIBRIUM,H4Lvd,,,,,Strong,,,,|
EQUIP,H4Lvd,,,,,Strong,,Active,,|
EQUIPMENT,H4Lvd,,,,,,,,,| noun: Gear for a specified purpose
EQUITABLE,H4Lvd,Positiv,,Pstv,,,,,,|
EQUITY,H4Lvd,Positiv,,Pstv,,,,,,|
EQUIVALENT,H4Lvd,,,,,,,,,|
EQUIVOCAL,H4Lvd,,Negativ,,Ngtv,,Weak,,,|
ERA,H4Lvd,,,,,,,,,|
ERADICATE,H4,,Negativ,,,,,Active,,|
ERASE,H4,,Negativ,,,,,Active,,|
ERECT#1,H4Lvd,,,,,Strong,,Active,,|
ERECT#2,H4Lvd,,,,,Strong,,Active,,|
ERODE,H4,,Negativ,,,,,,Passive,|
EROSION,H4,,Negativ,,,,,,,|
ERR,H4,,Negativ,,,,Weak,Active,,|
ERRONEOUS,H4,,Negativ,,,,Weak,,,|
ERROR,H4Lvd,,Negativ,,Ngtv,,,,,|
ESCAPE#1,H4Lvd,,,,,Strong,,Active,,"| 89% verb: To slip or get away, as from confinement or restraint, gain  or regain liberty--avoid capture, punishment or any threatened evil"
ESCAPE#2,H4Lvd,,,,,Strong,,Active,,| 9% noun-adj: The act or an instance of escaping--the means of escape
ESCAPE#3,H4Lvd,,,,,,,,,| 2% noun-idiom: 'fire escape'
ESCORT,Lvd,,,,,,,,,
ESOTERIC,H4,,Negativ,,,,,,,|
ESPECIALLY,H4Lvd,,,,,,,,,| adverb: Particularly
ESPLANADE,H4Lvd,,,,,,,,,|
ESSAY,H4Lvd,,,,,,,,,|
ESSENCE,H4Lvd,,,,,Strong,,,,|
ESSENTIAL#1,H4Lvd,Positiv,,Pstv,,Strong,,,,"| 13% noun: That which is indispensable, ""the essentials"""
ESSENTIAL#2,H4Lvd,Positiv,,Pstv,,Strong,,,,"| 70% adj: Basic, indispensable"
ESSENTIAL#3,H4Lvd,,,,,,,,,"| 18% adv: ""Essentially"" - basically"
ESTABLISH#1,H4Lvd,Positiv,,Pstv,,Strong,,Active,,"| 94% verb: To set up, institute, prove or demonstrate"
ESTABLISH#2,H4Lvd,Positiv,,Pstv,,Strong,,,,"| 6% adj: ""Established""--proven, recognized, stable, firm"
ESTABLISHMENT,H4Lvd,,,,,,,,,|
ESTATE,H4Lvd,,,,,,,,,|
ESTEEM,H4,Positiv,,,,,,,,|
ESTIMATE#1,H4Lvd,,,,,,,,,|
ESTIMATE#2,H4Lvd,,,,,,,,,|
ESTRANGE,Lvd,,,,,,,,,
ESTRANGED,H4,,Negativ,,,,,,,|
ESTRANGEMENT,Lvd,,,,,,,,,
ETC,H4Lvd,,,,,,,,,|
ETC.,Lvd,,,,,,,,,
ETERNAL,H4Lvd,,,,,Strong,,,,|
ETHICAL,H4Lvd,Positiv,,Pstv,,,,,,|
ETHICS,H4Lvd,Positiv,,Pstv,,,,,,|
ETHIOPIA,Lvd,,,,,,,,,
ETHNIC,H4Lvd,,,,,,,,,|
ETHOS,Lvd,,,,,,,,,
ETIQUETTE,H4,Positiv,,,,,,,,|
ETRANS#1,Lvd,,,,,,,,,
ETRANS#2,Lvd,,,,,,,,,
ETRANS#3,Lvd,,,,,,,,,
ETRANS#4,Lvd,,,,,,,,,
EURATOM,Lvd,,,,,,,,,
EUROPE,H4Lvd,,,,,,,,,|
EUROPEAN,H4Lvd,,,,,,,,,|
EVACUATE,Lvd,,,,,,,,,
EVACUATION,Lvd,,,,,,,,,
EVADE,H4Lvd,,Negativ,,,,,Active,,|
EVALUATE,H4Lvd,,,,,,,Active,,|
EVALUATION,H4Lvd,,,,,,,Active,,|
EVANGELISM,H4Lvd,,,,,,,,,|
EVASION,H4,,Negativ,,,,,,,|
EVEN#1,H4Lvd,,,,,,,,,"| 7% adv: Still, yet (as intensifier with comparatives)"
EVEN#2,H4Lvd,,,,,,,,,"| 90% adv: Used to suggest that something is extreme, remarkable, unexpected--""the  dictionary doesn't even define it"""
EVEN#3,H4Lvd,,Negativ,,Ngtv,,,,,"| 2% idiom-verb: ""Get even""--to have one's revenge, square accounts"
EVEN#4,H4Lvd,Positiv,,Pstv,,,,,,"| 0% adv: ""Evenly""--smoothly, uniformly"
EVEN#5,H4Lvd,Positiv,,Pstv,,,,,,"| 0% adj: Regular, smooth, balanced . . . ""an even surface"""
EVENING,H4Lvd,,,,,,,,,| noun: The latter part of the day.
EVENT#1,H4Lvd,,,,,,,,,"| 93% noun: Occurrence, situation"
EVENT#2,H4Lvd,,,,,,,,,"| 2% idiom-adv: ""In any event""--anyway, nevertheless"
EVENT#3,H4Lvd,,,,,,,,,"| 5% idiom: ""In the event (that, of),"" ""in that event"" . . . if, in case"
EVENTUAL,H4Lvd,,,,,,,,,"| adjective: Final, ultimate."
EVER#1,H4Lvd,,,,,,,,,"| 75% adverb: At any time--e.g. did you ever fight--by any chance, at all--  e.g. how did you ever survive"
EVER#2,H4Lvd,,,,,,,,,"| 19% adverb: At all times, always, continuously"
EVER#3,H4Lvd,,,,,Strong,,,,"| 4% idiom-adverb: ""Ever so""--to a great extent or degree, exceedingly"
EVERLASTING,H4,Positiv,,,,Strong,,,,|
EVERY,H4Lvd,,,,,Strong,,,,"| adj: Each and all, all possible"
EVERYBODY,H4Lvd,,,,,,,,,| pronoun: Every person
EVERYDAY,H4Lvd,,,,,,,,,| adj: Commonplace or normal
EVERYONE,H4Lvd,,,,,,,,,| pronoun: Every person
EVERYTHING,H4Lvd,,,,,,,,,| pronoun: All
EVERYWHERE,H4Lvd,,,,,,,,,| adv: In all places
EVICT,H4,,Negativ,,,,,,,|
EVIDENCE#1,H4Lvd,,,,,Strong,,,,| 83% noun: Something which tends to prove or suggest a fact
EVIDENCE#2,H4Lvd,,,,,Strong,,Active,,"| 17% verb: To show, make evident"
EVIDENT,H4Lvd,,,,,,,,Passive,|
EVIDENTLY,H4Lvd,,,,,,,,Passive,|
EVIL#1,H4Lvd,,Negativ,,Ngtv,,,,,| 55% noun: Wickedness
EVIL#2,H4Lvd,,Negativ,,Ngtv,,,,,| 45% adj: Wicked
EVOKE,Lvd,,,,,,,,,
EVOLUTION,H4Lvd,,,,,,,,Passive,|
EVOLUTIONARY,Lvd,,,,,,,,,
EVOLVE,H4Lvd,,,,,,,,Passive,|
EXACT#1,H4,Positiv,,Pstv,,,,,,"| 19% adj: Precise, perfect"
EXACT#2,H4,Positiv,,Pstv,,,,,,"| 80% adv: ""Exactly""--precisely, perfectly"
EXACT#3,H4,,,,,Strong,,Active,,"| 2% verb: To force from, obtain"
EXACT#4,H4,,,,,Strong,,Active,,"| 0% adj: ""Exacting"" - demanding"
EXAGGERATE,H4Lvd,,,,,,,,,|
EXAGGERATION,H4,,Negativ,,,,,,,|
EXALT,H4,Positiv,,,,,,,Passive,|
EXAM,H4Lvd,,,,,,,,,|
EXAMINATION,H4Lvd,,,,,,,Active,,|
EXAMINE,H4Lvd,,,,,,,Active,,| verb: To scrutinize or test
EXAMINER,H4Lvd,,,,,,,,,|
EXAMPLE,H4Lvd,,,,,,,,,"| noun: An instance or specimen used to show the character of the general  type, often used in the expression ""for example"" (27)"
EXASPERATE,H4Lvd,,Negativ,,,,,,,|
EXASPERATION,H4,,Negativ,,,,,,,|
EXCEED,H4Lvd,,,,,Strong,,Active,,|
EXCEL,H4,Positiv,,,,Strong,,Active,,|
EXCELLENCE,H4Lvd,Positiv,,Pstv,,,,,,|
EXCELLENT,H4Lvd,Positiv,,Pstv,,,,,,|
EXCEPT,H4Lvd,,,,,,,,,"| prep-conj: But, with the exclusion of, save"
EXCEPTION#1,H4Lvd,,,,,,,,,| 86% noun: Instance or case not conforming to the general rule.
EXCEPTION#2,H4Lvd,,Negativ,,Ngtv,,,,,| 9% idiom-verb: Make an objection- 'take exception'
EXCEPTIONAL,H4Lvd,,,,,,,,,|
EXCERPT,H4Lvd,,,,,,,,,|
EXCESS,H4Lvd,,Negativ,,Ngtv,,,,,|
EXCESSIVE,H4Lvd,,Negativ,,Ngtv,,,,,|
EXCHANGE#1,H4Lvd,,,,,,,Active,,"| 94% noun-adj: Giving of like for like, dialogue, trade, commerce"
EXCHANGE#2,H4Lvd,,,,,,,Active,,"| 6% verb: To give like for like, to trade"
EXCHEQUER,H4Lvd,,,,,,,,,|
EXCITE#1,H4Lvd,Positiv,,Pstv,,,,Active,,| 0% verb: To thrill or stimulate
EXCITE#2,H4Lvd,Positiv,,Pstv,,,,Active,,"| adjective: ""Exciting""--thrilling"
EXCITED#1,H4Lvd,,,,,,,,Passive,"| 96% adj: Thrilled, stimulated"
EXCITED#2,H4Lvd,Positiv,,Pstv,,,,,Passive,"| 4% verb: Past tense of ""excite"""
EXCITEDNESS,H4,Positiv,,,,,,,,|
EXCITEMENT,H4Lvd,Positiv,,Pstv,,,,,Passive,|
EXCLAIM,Lvd,,,,,,,,,
EXCLAMATION,H4Lvd,,,,,,,,,|
EXCLUDE,H4Lvd,,Negativ,,Ngtv,Strong,,Active,,|
EXCLUSION,H4Lvd,,Negativ,,Ngtv,Strong,,Active,,|
EXCLUSIVE,H4Lvd,,,,,Strong,,,,|
EXCLUSIVENESS,Lvd,,,,,,,,,
EXCOMMUNICATION,H4,,Negativ,,,,,,,|
EXCUSE#1,H4Lvd,,,,,,Weak,,Passive,|
EXCUSE#2,H4Lvd,,,,,Strong,,,,|
EXECUTE,H4Lvd,,Negativ,,,,,,,|
EXECUTION,H4Lvd,,,,,Strong,,Active,,|
EXECUTIVE,H4Lvd,,,,,Strong,,,,|
EXEMPLARY,Lvd,,,,,,,,,
EXEMPT,H4,,Negativ,,,,,,,|
EXERCISE#1,H4Lvd,,,,,Strong,,Active,,|
EXERCISE#2,H4Lvd,,,,,Strong,,Active,,|
EXERT,H4Lvd,,,,,Strong,,Active,,|
EXERTION,H4,Positiv,,,,,,,,|
EXHAUST,H4,,Negativ,,,,,,,|
EXHAUSTION,H4,,Negativ,,,,,,,|
EXHIBIT#1,H4Lvd,,,,,,,Active,,|
EXHIBIT#2,H4Lvd,,,,,,,Active,,|
EXHIBITION,Lvd,,,,,,,,,
EXHILARATION,H4,Positiv,,,,,,,,|
EXIGENCY,Lvd,,,,,,,,,
EXILE,H4,,Negativ,,,,,Active,,|
EXIST#1,H4Lvd,,,,,,,,,"| 77% verb: To live, to be"
EXIST#2,H4Lvd,,,,,,,,,"| 23% adj: ""Existing""--extant"
EXISTENCE,H4Lvd,,,,,,,,,"| noun: The state or quality of being, life"
EXIT,H4,,Negativ,,,,,,,|
EXOTIC,H4,Positiv,,,,,,,,|
EXPAND#1,H4Lvd,,,,,Strong,,Active,,|
EXPAND#2,H4Lvd,,,,,Strong,,Active,,|
EXPANSE,H4Lvd,,,,,Strong,,,,|
EXPANSION,H4Lvd,,,,,Strong,,Active,,|
EXPECT#1,H4Lvd,,,,,,,,Passive,| 98% verb: To regard as likely to happen
EXPECT#2,H4Lvd,,,,,,,,Passive,"| 2% adj-noun: ""Expected""--anticipated"
EXPECTATION,H4Lvd,,,,,,,,Passive,|
EXPEDIENCY,Lvd,,,,,,,,,
EXPEDIENT,H4Lvd,,Negativ,,Ngtv,,,,,|
EXPEDITE,Lvd,,,,,,,,,
EXPEDITION,H4Lvd,,,,,,,Active,,|
EXPEL,H4,,Negativ,,,,,Active,,|
EXPELL,Lvd,,,,,,,,,
EXPEND,H4Lvd,,,,,,,Active,,|
EXPENDITURE,H4Lvd,,,,,,,,,|
EXPENSE#1,H4Lvd,,Negativ,,Ngtv,,,,,"| 90% noun: Cost, price of exchange"
EXPENSE#2,H4Lvd,,Negativ,,Ngtv,,,,,| 10% idiom: 'at the expense of'--to the detriment or sacrifice of
EXPENSIVE,H4Lvd,,Negativ,,Ngtv,,,,,|
EXPERIENCE#1,H4Lvd,Positiv,,Pstv,,Strong,,,,| 82% noun: What one has encountered or undergone and the knowledge gained thereby
EXPERIENCE#2,H4Lvd,,,,,,,,Passive,| 14% verb: To encounter or undergo
EXPERIENCE#3,H4Lvd,Positiv,,Pstv,,Strong,,,Passive,"| 4% adj: ""Experienced""--having practical knowledge of things, having gone  through things"
EXPERIENCER,H4Lvd,,,,,,,,Passive,|
EXPERIENTIAL,H4Lvd,,,,,,,,Passive,|
EXPERIMENT#1,H4Lvd,,,,,,,Active,,|
EXPERIMENT#2,H4Lvd,,,,,,,Active,,|
EXPERIMENTAL,H4Lvd,,,,,,,Active,,|
EXPERIMENTER,Lvd,,,,,,,,,
EXPERT#1,H4Lvd,Positiv,,Pstv,,Strong,,,,"| 77% noun: ""One who knows a great deal about something, and nothing about  a great deal."""
EXPERT#2,H4Lvd,Positiv,,Pstv,,Strong,,,,| 23% adj: Of expert quality
EXPIRATION,Lvd,,,,,,,,,
EXPIRE,H4Lvd,,,,,,Weak,,Passive,|
EXPLAIN,H4Lvd,,,,,,,Active,,"| verb: To make plain or clear, render intelligible, make clear the cause  or reason of."
EXPLANATION,H4Lvd,,,,,,,Active,,"| noun: Reason, excuse, or exposition"
EXPLICIT,H4Lvd,,,,,,,,,|
EXPLODE,H4,,Negativ,,,,,,Passive,|
EXPLOIT#1,H4Lvd,,,,,Strong,,,,|
EXPLOIT#2,H4Lvd,,Negativ,,Ngtv,Strong,,Active,,|
EXPLORATION,H4Lvd,,,,,,,Active,,|
EXPLORATORY,Lvd,,,,,,,,,
EXPLORE,H4Lvd,,,,,,,Active,,|
EXPLORER,H4Lvd,,,,,,,Active,,|
EXPLOSION,H4Lvd,,Negativ,,Ngtv,Strong,,Active,,|
EXPLOSIVE,H4Lvd,,Negativ,,Ngtv,Strong,,Active,,|
EXPORT,Lvd,,,,,,,,,
EXPORTATION,Lvd,,,,,,,,,
EXPORTER,Lvd,,,,,,,,,
EXPOSE,H4Lvd,,Negativ,,,,,Active,,|
EXPRESS,H4Lvd,,,,,,,Active,,"| verb: To render in communicable form ideas, opinions, or feelings-- to  manifest, show or reveal"
EXPRESSION#1,H4Lvd,,,,,,,Active,,| 67% noun: The act or process of expressing
EXPRESSION#2,H4Lvd,,,,,,,,Passive,"| 30% noun: A look, expressing personal reaction or feeling"
EXPRESSIVE,H4Lvd,,,,,,,,Passive,|
EXPULSION,Lvd,,,,,,,,,
EXQUISITE,H4,Positiv,,,,,,,,|
EXTEND#1,H4Lvd,,,,,Strong,,Active,,"| 87% verb: To expand, stretch or lengthen in space, time or degree"
EXTEND#2,H4Lvd,,,,,,,Active,,"| 13% verb: To hold out to, offer"
EXTEND#3,H4Lvd,,,,,,,,Passive,"| 0% adj: ""Extended"" - prolonged or lengthened"
EXTENSION,H4Lvd,,,,,Strong,,,,|
EXTENSIVE,H4Lvd,,,,,Strong,,,,|
EXTENT,H4Lvd,,,,,,,,,"| noun: Length, degree, or scope of something"
EXTERMINATE,H4,,Negativ,,,,,Active,,|
EXTERMINATION,H4,,Negativ,,,,,,,|
EXTERNAL,H4Lvd,,,,,,,,,|
EXTINCT,H4Lvd,,Negativ,,,,,,,|
EXTINGUISH,H4Lvd,,Negativ,,Ngtv,Strong,,Active,,|
EXTOL,H4,Positiv,,,,,,,Passive,|
EXTRA,H4Lvd,,,,,,,,,"| adj: Additional, surplus"
EXTRAORDINARY,H4Lvd,Positiv,,Pstv,,,,,,|
EXTRAPOLATE,H4Lvd,,,,,,,Active,,|
EXTRAPOLATION,H4Lvd,,,,,,,Active,,|
EXTRAVAGANCE,H4Lvd,Positiv,,,,,,,,|
EXTRAVAGANT,H4Lvd,,Negativ,,Ngtv,,,,,|
EXTREME#1,H4Lvd,,,,,Strong,,,,| 20% adjective: Very far from the average (along some dimension conveyed  by accompanying noun)
EXTREME#2,H4Lvd,,,,,Strong,,,,"| 72% adverb: ""Extremely""--exceedingly, extraordinarily"
EXTREME#3,H4Lvd,,,,,,,,,"| 8% noun: Furthest point, terminus"
EXUBERANCE,H4,Positiv,,,,,,,,|
EXUBERANT,H4,Positiv,,,,,,,,|
EXULT,H4,Positiv,,,,,,,Passive,|
EXULTATION,H4,Positiv,,,,,,,Passive,|
EYE#1,H4Lvd,,,,,,,,,"| 92% noun-adj: The organ of sight, a glance or regard; anything shaped  like an eye (e.g. hook and eye) (0)"
EYE#2,H4Lvd,,,,,,,,Passive,| 1% verb: To look at
EYE#3,H4Lvd,Positiv,,Pstv,,,,,,"| 1% idiom: ""Eye to eye""--in agreement"
EYE#4,H4Lvd,,,,,,,Active,,"| 3% verb: ""Keep an eye (on),"" fix eye(s) (on)--keep track of, observe, follow"
EYE#5,H4Lvd,,,,,,,,Passive,"| 1% idiom-verb: ""Set eyes on""--to see, often for the first time"
EYE#6,H4Lvd,,,,,,,,,"| 1% idiom-noun: ""Private eye"" (handled by private)"
EYEBROW,H4Lvd,,,,,,,,,|
EYELID,H4Lvd,,,,,,,,,|
FABRIC,H4Lvd,,,,,,,,,|
FABRICATE,H4,,Negativ,,,,,Active,,|
FABRICATION,H4,,Negativ,,,,,,,|
FABULOUS,H4,Positiv,,,,,,,,|
FACE#1,H4Lvd,,,,,,,,,"| 63% noun: The bodypart, surface, appearance"
FACE#2,H4Lvd,,,,,Strong,,Active,,"| 30% verb: Confront, direct attention to"
FACE#3,H4Lvd,,,,,,,,,"| 5% idiom-prep: ""In the face of""--confronted with"
FACE#4,H4Lvd,,,,,,,,,| 1% idiom-adv: 'face to face'
FACE#5,H4Lvd,,,,,,,,,"| 0% idiom: ""Save face"""
FACIAL,H4Lvd,,,,,,,,,|
FACILITATE,H4Lvd,Positiv,,Pstv,,Strong,,,,|
FACILITY,H4Lvd,,,,,Strong,,,,"| noun-adj: Physical means for expediting performance of an action, institutions  and equipment"
FACT#1,H4Lvd,,,,,,,,,"| 77% noun: Something known to be true, to exist or have happened."
FACT#2,H4Lvd,,,,,,,,,"| 20% idiom-adverb: ""In fact""--actually, in actuality"
FACT#3,H4Lvd,,,,,,,,,"| 3% idiom-adv: ""As a matter of fact""--handled by matter"
FACTION,Lvd,,,,,,,,,
FACTOR,H4Lvd,,,,,,,,,"| noun: Contributor, cause, consideration, element."
FACTORY,H4Lvd,,,,,,,,,|
FACTUAL,H4,Positiv,,,,,,,,|
FACULTY#1,H4Lvd,,,,,,,,,| 91% noun-adj: All the teachers of a school
FACULTY#2,H4Lvd,,,,,Strong,,,,| 9% noun: Ability
FADE#1,H4Lvd,,,,,,,,Passive,|
FADE#2,H4Lvd,,,,,,,,Passive,|
FAIL#1,H4Lvd,,Negativ,,Ngtv,,Weak,,Passive,| 56% verb: To be unsuccessful or lose strength
FAIL#2,H4Lvd,,Negativ,,Ngtv,,Weak,,Passive,"| 39% verb: To neglect, omit, or fall short of - ""fail to"""
FAIL#3,H4Lvd,,Negativ,,Ngtv,,Weak,,Passive,| 2% verb: To disappoint or be inadequate for
FAIL#4,H4Lvd,,Negativ,,Ngtv,,Weak,,Passive,"| 4% noun-adj: ""Failing""--a fault or failure, unsatisfactory"
FAILURE,H4Lvd,,Negativ,,Ngtv,,Weak,,Passive,"| noun: A general instance of proving unsuccessful, one who or that which  proves unsuccessful or fails to perform something expected or required"
FAINT,H4Lvd,,Negativ,,Ngtv,,Weak,,Passive,|
FAIR#1,H4Lvd,Positiv,,Pstv,,,,,,"| 33% adj: Just, unbiased (includes comparative (1) + superlative (0))"
FAIR#2,H4Lvd,,,,,,,,,| 8% adj: Moderate in degree or quality (includes comparative (0) + superlative (0))
FAIR#3,H4Lvd,,,,,,,,,"| 52% adv: 'fairly'--moderately, rather; justly (1)"
FAIR#4,H4Lvd,Positiv,,Pstv,,,,,,"| 3% adj: Beautiful, light, unblemished (includes comparative (0) + superlative (0))"
FAIR#5,H4Lvd,Positiv,,Pstv,,,,,,| 0% noun: Carnival
FAIRNESS,H4,Positiv,,,,,,,,|
FAITH#1,H4Lvd,Positiv,,Pstv,,,,,Passive,"| 90% noun: Belief or trust, or the content thereof--a creed"
FAITH#2,H4Lvd,Positiv,,Pstv,,,,,Passive,"| 10% idiom-noun: ""Good faith""--honesty, trustworthiness"
FAITHFUL,H4Lvd,Positiv,,Pstv,,,,,Passive,|
FAITHFULNESS,H4,Positiv,,,,,,,,|
FAKE,H4,,Negativ,,,,,,,|
FALL#1,H4Lvd,,,,,,Weak,,Passive,"| 74% verb: General verb sense--drop, descend, collapse, sink, decline"
FALL#2,H4Lvd,,,,,,,,Passive,"| 6% verb-idiom: ""Fall in love,""--become enamored"
FALL#3,H4Lvd,,,,,,,,Passive,| 4% verb-idiom: 'fall asleep'
FALL#4,H4Lvd,,,,,,,,,| 5% noun-adj: Autumn
FALL#5,H4Lvd,,,,,,Weak,,,"| 1% noun: Descent, drop, collapse (includes waterfalls)"
FALL#6,H4Lvd,,,,,,Weak,,Passive,| 1% adj: 'fallen'
FALL#7,H4Lvd,,Negativ,,Ngtv,,Weak,,Passive,| 5% verb-idiom: 'fall apart'--disintegrate
FALL#8,H4Lvd,,,,,,Weak,,Passive,| 4% adj: 'falling'
FALL#9,H4Lvd,,,,,,,,Passive,"| 1% verb: ""Fall for""--become enamored"
FALLACY,H4,,Negativ,,,,,,,|
FALLEN#1,H4,,,,,,,,,|
FALLOUT,H4Lvd,,Negativ,,Ngtv,,,,,|
FALSE,H4Lvd,,Negativ,,Ngtv,,,,,|
FALSEHOOD,H4,,Negativ,,,,,,,|
FALTER,H4Lvd,,Negativ,,Ngtv,,Weak,,,|
FAME,H4Lvd,Positiv,,,,,,,,|
FAMILIAR,H4Lvd,Positiv,,Pstv,,,,,,|
FAMILIARITY,H4Lvd,Positiv,,,,,,,,|
FAMILIARIZE,H4,Positiv,,,,,,Active,,|
FAMILY,H4Lvd,,,,,,,,,"| noun adjective: A specifically related group, usually referring to the  immediate kinship group of father, mother, and children, sometimes a biological  term."
FAMINE,H4Lvd,,Negativ,,,,Weak,,,|
FAMISHED,H4,,Negativ,,,,,,,|
FAMOUS,H4Lvd,Positiv,,Pstv,,,,,,| adj: Renowned
FAN#1,H4Lvd,,,,,,,,Passive,"| 76% noun: Devotee, enthusiast"
FAN#2,H4Lvd,,,,,,,Active,,"| 19% verb: To stir up, cause air to blow on"
FAN#3,H4Lvd,,,,,,,,,"| 5% noun: A cooling device, or anything shaped like a paper fan"
FANATIC,H4,,Negativ,,,,,,,|
FANATICAL,H4,,Negativ,,,,,,,|
FANCY,H4Lvd,Positiv,,Pstv,,,,,,|
FANTASTIC,H4Lvd,Positiv,,Pstv,,,,,,|
FANTASY,H4,Positiv,,,,,,,,|
FAR#1,H4Lvd,,,,,,,,,"| 60% adv-adj: Being at or to a great distance, a long way off; at or to  a rEMOTe or advanced point or time (7)"
FAR#2,H4Lvd,,,,,,,,,"| 16% adv: ""As far as""--to the degree or extent that, as regards"
